sample,Test_size,alpha,actual_prop,pred_prop,abs_error,quantifier
3,65,0.8,0.8,0.14,0.66,MS
3,65,0.8,0.8,0.64,0.16,HDy
3,65,0.8,0.8,0.7,0.1,DyS
3,65,0.8,0.8,0.72,0.08,SORD
1,70,0.2,0.2,0.03,0.17,CC
1,70,0.2,0.2,0.11,0.09,ACC
1,70,0.2,0.2,0.17,0.03,PCC
1,70,0.2,0.2,0.0,0.2,PACC
1,70,0.2,0.2,0.08,0.12,X
1,70,0.2,0.2,0.19,0.01,MAX
1,70,0.2,0.2,0.16,0.04,T50
1,70,0.2,0.2,0.13,0.07,MS
1,70,0.2,0.2,0.01,0.19,HDy
1,70,0.2,0.2,0.07,0.13,DyS
1,70,0.2,0.2,0.11,0.09,SORD
2,70,0.2,0.2,0.04,0.16,CC
2,70,0.2,0.2,0.22,0.02,ACC
2,70,0.2,0.2,0.2,0.0,PCC
2,70,0.2,0.2,0.12,0.08,PACC
2,70,0.2,0.2,0.31,0.11,X
2,70,0.2,0.2,0.52,0.32,MAX
2,70,0.2,0.2,0.54,0.34,T50
2,70,0.2,0.2,0.31,0.11,MS
2,70,0.2,0.2,0.18,0.02,HDy
2,70,0.2,0.2,0.28,0.08,DyS
2,70,0.2,0.2,0.34,0.14,SORD
3,70,0.2,0.2,0.04,0.16,CC
3,70,0.2,0.2,0.22,0.02,ACC
3,70,0.2,0.2,0.19,0.01,PCC
3,70,0.2,0.2,0.12,0.08,PACC
3,70,0.2,0.2,0.48,0.28,X
3,70,0.2,0.2,0.35,0.15,MAX
3,70,0.2,0.2,0.32,0.12,T50
3,70,0.2,0.2,0.31,0.11,MS
3,70,0.2,0.2,0.07,0.13,HDy
3,70,0.2,0.2,0.16,0.04,DyS
3,70,0.2,0.2,0.23,0.03,SORD
1,70,0.5,0.5,0.13,0.37,CC
1,70,0.5,0.5,1.0,0.5,ACC
1,70,0.5,0.5,0.25,0.25,PCC
1,70,0.5,0.5,0.75,0.25,PACC
1,70,0.5,0.5,0.71,0.21,X
1,70,0.5,0.5,0.63,0.13,MAX
1,70,0.5,0.5,0.71,0.21,T50
1,70,0.5,0.5,0.94,0.44,MS
1,70,0.5,0.5,0.49,0.01,HDy
1,70,0.5,0.5,0.78,0.28,DyS
1,70,0.5,0.5,0.83,0.33,SORD
2,70,0.5,0.5,0.04,0.46,CC
2,70,0.5,0.5,0.22,0.28,ACC
2,70,0.5,0.5,0.19,0.31,PCC
2,70,0.5,0.5,0.0,0.5,PACC
2,70,0.5,0.5,0.42,0.08,X
2,70,0.5,0.5,0.41,0.09,MAX
2,70,0.5,0.5,0.43,0.07,T50
2,70,0.5,0.5,0.14,0.36,MS
2,70,0.5,0.5,0.16,0.34,HDy
2,70,0.5,0.5,0.21,0.29,DyS
2,70,0.5,0.5,0.27,0.23,SORD
3,70,0.5,0.5,0.06,0.44,CC
3,70,0.5,0.5,0.44,0.06,ACC
3,70,0.5,0.5,0.22,0.28,PCC
3,70,0.5,0.5,0.25,0.25,PACC
3,70,0.5,0.5,0.48,0.02,X
3,70,0.5,0.5,0.57,0.07,MAX
3,70,0.5,0.5,0.54,0.04,T50
3,70,0.5,0.5,0.51,0.01,MS
3,70,0.5,0.5,0.19,0.31,HDy
3,70,0.5,0.5,0.41,0.09,DyS
3,70,0.5,0.5,0.49,0.01,SORD
1,70,0.8,0.8,0.09,0.71,CC
1,70,0.8,0.8,0.78,0.02,ACC
1,70,0.8,0.8,0.23,0.57,PCC
1,70,0.8,0.8,0.5,0.3,PACC
1,70,0.8,0.8,0.82,0.02,X
1,70,0.8,0.8,0.85,0.05,MAX
1,70,0.8,0.8,0.71,0.09,T50
1,70,0.8,0.8,0.7,0.1,MS
1,70,0.8,0.8,0.42,0.38,HDy
1,70,0.8,0.8,0.64,0.16,DyS
1,70,0.8,0.8,0.69,0.11,SORD
2,70,0.8,0.8,0.06,0.74,CC
2,70,0.8,0.8,0.44,0.36,ACC
2,70,0.8,0.8,0.26,0.54,PCC
2,70,0.8,0.8,0.25,0.55,PACC
2,70,0.8,0.8,1.0,0.2,X
2,70,0.8,0.8,0.85,0.05,MAX
2,70,0.8,0.8,0.87,0.07,T50
2,70,0.8,0.8,0.95,0.15,MS
2,70,0.8,0.8,0.91,0.11,HDy
2,70,0.8,0.8,0.88,0.08,DyS
2,70,0.8,0.8,0.98,0.18,SORD
3,70,0.8,0.8,0.1,0.7,CC
3,70,0.8,0.8,0.89,0.09,ACC
3,70,0.8,0.8,0.27,0.53,PCC
3,70,0.8,0.8,0.62,0.18,PACC
3,70,0.8,0.8,1.0,0.2,X
3,70,0.8,0.8,1.0,0.2,MAX
3,70,0.8,0.8,1.0,0.2,T50
3,70,0.8,0.8,1.0,0.2,MS
3,70,0.8,0.8,1.0,0.2,HDy
3,70,0.8,0.8,1.0,0.2,DyS
3,70,0.8,0.8,1.0,0.2,SORD
1,75,0.2,0.2,0.03,0.17,CC
1,75,0.2,0.2,0.11,0.09,ACC
1,75,0.2,0.2,0.17,0.03,PCC
1,75,0.2,0.2,0.0,0.2,PACC
1,75,0.2,0.2,0.08,0.12,X
1,75,0.2,0.2,0.26,0.06,MAX
1,75,0.2,0.2,0.24,0.04,T50
1,75,0.2,0.2,0.19,0.01,MS
1,75,0.2,0.2,0.01,0.19,HDy
1,75,0.2,0.2,0.02,0.18,DyS
1,75,0.2,0.2,0.06,0.14,SORD
2,75,0.2,0.2,0.09,0.11,CC
2,75,0.2,0.2,0.78,0.58,ACC
2,75,0.2,0.2,0.22,0.02,PCC
2,75,0.2,0.2,0.62,0.42,PACC
2,75,0.2,0.2,0.29,0.09,X
2,75,0.2,0.2,0.31,0.11,MAX
2,75,0.2,0.2,0.4,0.2,T50
2,75,0.2,0.2,0.67,0.47,MS
2,75,0.2,0.2,0.23,0.03,HDy
2,75,0.2,0.2,0.36,0.16,DyS
2,75,0.2,0.2,0.51,0.31,SORD
3,75,0.2,0.2,0.07,0.13,CC
3,75,0.2,0.2,0.56,0.36,ACC
3,75,0.2,0.2,0.19,0.01,PCC
3,75,0.2,0.2,0.25,0.05,PACC
3,75,0.2,0.2,0.08,0.12,X
3,75,0.2,0.2,0.0,0.2,MAX
3,75,0.2,0.2,0.09,0.11,T50
3,75,0.2,0.2,0.36,0.16,MS
3,75,0.2,0.2,0.01,0.19,HDy
3,75,0.2,0.2,0.17,0.03,DyS
3,75,0.2,0.2,0.19,0.01,SORD
1,75,0.5,0.49,0.09,0.4,CC
1,75,0.5,0.49,0.78,0.29,ACC
1,75,0.5,0.49,0.24,0.25,PCC
1,75,0.5,0.49,0.62,0.13,PACC
1,75,0.5,0.49,0.83,0.34,X
1,75,0.5,0.49,0.82,0.33,MAX
1,75,0.5,0.49,0.86,0.37,T50
1,75,0.5,0.49,0.87,0.38,MS
1,75,0.5,0.49,0.49,0.0,HDy
1,75,0.5,0.49,0.67,0.18,DyS
1,75,0.5,0.49,0.82,0.33,SORD
2,75,0.5,0.49,0.08,0.41,CC
2,75,0.5,0.49,0.67,0.18,ACC
2,75,0.5,0.49,0.21,0.28,PCC
2,75,0.5,0.49,0.5,0.01,PACC
2,75,0.5,0.49,0.13,0.36,X
2,75,0.5,0.49,0.31,0.18,MAX
2,75,0.5,0.49,0.35,0.14,T50
2,75,0.5,0.49,0.54,0.05,MS
2,75,0.5,0.49,0.13,0.36,HDy
2,75,0.5,0.49,0.23,0.26,DyS
2,75,0.5,0.49,0.38,0.11,SORD
3,75,0.5,0.49,0.07,0.42,CC
3,75,0.5,0.49,0.56,0.07,ACC
3,75,0.5,0.49,0.2,0.29,PCC
3,75,0.5,0.49,0.38,0.11,PACC
3,75,0.5,0.49,0.24,0.25,X
3,75,0.5,0.49,0.36,0.13,MAX
3,75,0.5,0.49,0.4,0.09,T50
3,75,0.5,0.49,0.48,0.01,MS
3,75,0.5,0.49,0.05,0.44,HDy
3,75,0.5,0.49,0.23,0.26,DyS
3,75,0.5,0.49,0.33,0.16,SORD
1,75,0.8,0.8,0.09,0.71,CC
1,75,0.8,0.8,0.78,0.02,ACC
1,75,0.8,0.8,0.26,0.54,PCC
1,75,0.8,0.8,0.62,0.18,PACC
1,75,0.8,0.8,0.88,0.08,X
1,75,0.8,0.8,0.72,0.08,MAX
1,75,0.8,0.8,0.81,0.01,T50
1,75,0.8,0.8,0.97,0.17,MS
1,75,0.8,0.8,0.66,0.14,HDy
1,75,0.8,0.8,0.75,0.05,DyS
1,75,0.8,0.8,0.88,0.08,SORD
2,75,0.8,0.8,0.08,0.72,CC
2,75,0.8,0.8,0.78,0.02,ACC
2,75,0.8,0.8,0.25,0.55,PCC
2,75,0.8,0.8,0.5,0.3,PACC
2,75,0.8,0.8,0.88,0.08,X
2,75,0.8,0.8,0.92,0.12,MAX
2,75,0.8,0.8,1.0,0.2,T50
2,75,0.8,0.8,0.79,0.01,MS
2,75,0.8,0.8,0.49,0.31,HDy
2,75,0.8,0.8,0.79,0.01,DyS
2,75,0.8,0.8,0.89,0.09,SORD
3,75,0.8,0.8,0.12,0.68,CC
3,75,0.8,0.8,1.0,0.2,ACC
3,75,0.8,0.8,0.26,0.54,PCC
3,75,0.8,0.8,0.75,0.05,PACC
3,75,0.8,0.8,1.0,0.2,X
3,75,0.8,0.8,0.97,0.17,MAX
3,75,0.8,0.8,1.0,0.2,T50
3,75,0.8,0.8,1.0,0.2,MS
3,75,0.8,0.8,0.64,0.16,HDy
3,75,0.8,0.8,0.88,0.08,DyS
3,75,0.8,0.8,0.94,0.14,SORD
1,80,0.2,0.2,0.07,0.13,CC
1,80,0.2,0.2,0.56,0.36,ACC
1,80,0.2,0.2,0.21,0.01,PCC
1,80,0.2,0.2,0.38,0.18,PACC
1,80,0.2,0.2,0.43,0.23,X
1,80,0.2,0.2,0.41,0.21,MAX
1,80,0.2,0.2,0.27,0.07,T50
1,80,0.2,0.2,0.55,0.35,MS
1,80,0.2,0.2,0.13,0.07,HDy
1,80,0.2,0.2,0.31,0.11,DyS
1,80,0.2,0.2,0.39,0.19,SORD
2,80,0.2,0.2,0.07,0.13,CC
2,80,0.2,0.2,0.56,0.36,ACC
2,80,0.2,0.2,0.21,0.01,PCC
2,80,0.2,0.2,0.38,0.18,PACC
2,80,0.2,0.2,0.23,0.03,X
2,80,0.2,0.2,0.41,0.21,MAX
2,80,0.2,0.2,0.32,0.12,T50
2,80,0.2,0.2,0.52,0.32,MS
2,80,0.2,0.2,0.14,0.06,HDy
2,80,0.2,0.2,0.34,0.14,DyS
2,80,0.2,0.2,0.45,0.25,SORD
3,80,0.2,0.2,0.03,0.17,CC
3,80,0.2,0.2,0.11,0.09,ACC
3,80,0.2,0.2,0.17,0.03,PCC
3,80,0.2,0.2,0.0,0.2,PACC
3,80,0.2,0.2,0.18,0.02,X
3,80,0.2,0.2,0.02,0.18,MAX
3,80,0.2,0.2,0.08,0.12,T50
3,80,0.2,0.2,0.1,0.1,MS
3,80,0.2,0.2,0.0,0.2,HDy
3,80,0.2,0.2,0.01,0.19,DyS
3,80,0.2,0.2,0.09,0.11,SORD
1,80,0.5,0.5,0.09,0.41,CC
1,80,0.5,0.5,0.78,0.28,ACC
1,80,0.5,0.5,0.23,0.27,PCC
1,80,0.5,0.5,0.5,0.0,PACC
1,80,0.5,0.5,0.63,0.13,X
1,80,0.5,0.5,0.65,0.15,MAX
1,80,0.5,0.5,0.61,0.11,T50
1,80,0.5,0.5,0.74,0.24,MS
1,80,0.5,0.5,0.27,0.23,HDy
1,80,0.5,0.5,0.54,0.04,DyS
1,80,0.5,0.5,0.62,0.12,SORD
2,80,0.5,0.5,0.09,0.41,CC
2,80,0.5,0.5,0.78,0.28,ACC
2,80,0.5,0.5,0.21,0.29,PCC
2,80,0.5,0.5,0.5,0.0,PACC
2,80,0.5,0.5,0.33,0.17,X
2,80,0.5,0.5,0.32,0.18,MAX
2,80,0.5,0.5,0.27,0.23,T50
2,80,0.5,0.5,0.56,0.06,MS
2,80,0.5,0.5,0.08,0.42,HDy
2,80,0.5,0.5,0.34,0.16,DyS
2,80,0.5,0.5,0.45,0.05,SORD
3,80,0.5,0.5,0.04,0.46,CC
3,80,0.5,0.5,0.22,0.28,ACC
3,80,0.5,0.5,0.19,0.31,PCC
3,80,0.5,0.5,0.12,0.38,PACC
3,80,0.5,0.5,0.58,0.08,X
3,80,0.5,0.5,0.37,0.13,MAX
3,80,0.5,0.5,0.41,0.09,T50
3,80,0.5,0.5,0.3,0.2,MS
3,80,0.5,0.5,0.11,0.39,HDy
3,80,0.5,0.5,0.21,0.29,DyS
3,80,0.5,0.5,0.31,0.19,SORD
1,80,0.8,0.8,0.05,0.75,CC
1,80,0.8,0.8,0.33,0.47,ACC
1,80,0.8,0.8,0.23,0.57,PCC
1,80,0.8,0.8,0.25,0.55,PACC
1,80,0.8,0.8,0.98,0.18,X
1,80,0.8,0.8,0.8,0.0,MAX
1,80,0.8,0.8,0.8,0.0,T50
1,80,0.8,0.8,0.59,0.21,MS
1,80,0.8,0.8,0.6,0.2,HDy
1,80,0.8,0.8,0.69,0.11,DyS
1,80,0.8,0.8,0.74,0.06,SORD
2,80,0.8,0.8,0.14,0.66,CC
2,80,0.8,0.8,1.0,0.2,ACC
2,80,0.8,0.8,0.29,0.51,PCC
2,80,0.8,0.8,1.0,0.2,PACC
2,80,0.8,0.8,1.0,0.2,X
2,80,0.8,0.8,1.0,0.2,MAX
2,80,0.8,0.8,1.0,0.2,T50
2,80,0.8,0.8,1.0,0.2,MS
2,80,0.8,0.8,0.97,0.17,HDy
2,80,0.8,0.8,1.0,0.2,DyS
2,80,0.8,0.8,1.0,0.2,SORD
3,80,0.8,0.8,0.1,0.7,CC
3,80,0.8,0.8,0.89,0.09,ACC
3,80,0.8,0.8,0.24,0.56,PCC
3,80,0.8,0.8,0.62,0.18,PACC
3,80,0.8,0.8,0.98,0.18,X
3,80,0.8,0.8,0.56,0.24,MAX
3,80,0.8,0.8,0.7,0.1,T50
3,80,0.8,0.8,0.93,0.13,MS
3,80,0.8,0.8,0.47,0.33,HDy
3,80,0.8,0.8,0.75,0.05,DyS
3,80,0.8,0.8,0.76,0.04,SORD
1,85,0.2,0.2,0.02,0.18,CC
1,85,0.2,0.2,0.0,0.2,ACC
1,85,0.2,0.2,0.18,0.02,PCC
1,85,0.2,0.2,0.0,0.2,PACC
1,85,0.2,0.2,0.36,0.16,X
1,85,0.2,0.2,0.42,0.22,MAX
1,85,0.2,0.2,0.34,0.14,T50
1,85,0.2,0.2,0.05,0.15,MS
1,85,0.2,0.2,0.05,0.15,HDy
1,85,0.2,0.2,0.09,0.11,DyS
1,85,0.2,0.2,0.22,0.02,SORD
2,85,0.2,0.2,0.04,0.16,CC
2,85,0.2,0.2,0.22,0.02,ACC
2,85,0.2,0.2,0.17,0.03,PCC
2,85,0.2,0.2,0.12,0.08,PACC
2,85,0.2,0.2,0.06,0.14,X
2,85,0.2,0.2,0.05,0.15,MAX
2,85,0.2,0.2,0.07,0.13,T50
2,85,0.2,0.2,0.27,0.07,MS
2,85,0.2,0.2,0.02,0.18,HDy
2,85,0.2,0.2,0.07,0.13,DyS
2,85,0.2,0.2,0.16,0.04,SORD
3,85,0.2,0.2,0.01,0.19,CC
3,85,0.2,0.2,0.0,0.2,ACC
3,85,0.2,0.2,0.19,0.01,PCC
3,85,0.2,0.2,0.0,0.2,PACC
3,85,0.2,0.2,0.32,0.12,X
3,85,0.2,0.2,0.51,0.31,MAX
3,85,0.2,0.2,0.38,0.18,T50
3,85,0.2,0.2,0.08,0.12,MS
3,85,0.2,0.2,0.23,0.03,HDy
3,85,0.2,0.2,0.15,0.05,DyS
3,85,0.2,0.2,0.31,0.11,SORD
1,85,0.5,0.49,0.07,0.42,CC
1,85,0.5,0.49,0.56,0.07,ACC
1,85,0.5,0.49,0.21,0.28,PCC
1,85,0.5,0.49,0.38,0.11,PACC
1,85,0.5,0.49,0.36,0.13,X
1,85,0.5,0.49,0.37,0.12,MAX
1,85,0.5,0.49,0.2,0.29,T50
1,85,0.5,0.49,0.59,0.1,MS
1,85,0.5,0.49,0.27,0.22,HDy
1,85,0.5,0.49,0.36,0.13,DyS
1,85,0.5,0.49,0.37,0.12,SORD
2,85,0.5,0.49,0.08,0.41,CC
2,85,0.5,0.49,0.78,0.29,ACC
2,85,0.5,0.49,0.26,0.23,PCC
2,85,0.5,0.49,0.62,0.13,PACC
2,85,0.5,0.49,1.0,0.51,X
2,85,0.5,0.49,1.0,0.51,MAX
2,85,0.5,0.49,1.0,0.51,T50
2,85,0.5,0.49,0.97,0.48,MS
2,85,0.5,0.49,0.61,0.12,HDy
2,85,0.5,0.49,0.85,0.36,DyS
2,85,0.5,0.49,0.98,0.49,SORD
3,85,0.5,0.49,0.11,0.38,CC
3,85,0.5,0.49,1.0,0.51,ACC
3,85,0.5,0.49,0.24,0.25,PCC
3,85,0.5,0.49,0.5,0.01,PACC
3,85,0.5,0.49,0.74,0.25,X
3,85,0.5,0.49,0.73,0.24,MAX
3,85,0.5,0.49,0.83,0.34,T50
3,85,0.5,0.49,0.66,0.17,MS
3,85,0.5,0.49,0.59,0.1,HDy
3,85,0.5,0.49,0.69,0.2,DyS
3,85,0.5,0.49,0.79,0.3,SORD
1,85,0.8,0.8,0.07,0.73,CC
1,85,0.8,0.8,0.56,0.24,ACC
1,85,0.8,0.8,0.23,0.57,PCC
1,85,0.8,0.8,0.38,0.42,PACC
1,85,0.8,0.8,0.79,0.01,X
1,85,0.8,0.8,0.82,0.02,MAX
1,85,0.8,0.8,0.83,0.03,T50
1,85,0.8,0.8,0.7,0.1,MS
1,85,0.8,0.8,0.5,0.3,HDy
1,85,0.8,0.8,0.6,0.2,DyS
1,85,0.8,0.8,0.68,0.12,SORD
2,85,0.8,0.8,0.12,0.68,CC
2,85,0.8,0.8,1.0,0.2,ACC
2,85,0.8,0.8,0.24,0.56,PCC
2,85,0.8,0.8,0.75,0.05,PACC
2,85,0.8,0.8,0.69,0.11,X
2,85,0.8,0.8,0.73,0.07,MAX
2,85,0.8,0.8,0.83,0.03,T50
2,85,0.8,0.8,0.75,0.05,MS
2,85,0.8,0.8,0.52,0.28,HDy
2,85,0.8,0.8,0.66,0.14,DyS
2,85,0.8,0.8,0.77,0.03,SORD
3,85,0.8,0.8,0.12,0.68,CC
3,85,0.8,0.8,1.0,0.2,ACC
3,85,0.8,0.8,0.26,0.54,PCC
3,85,0.8,0.8,0.75,0.05,PACC
3,85,0.8,0.8,0.88,0.08,X
3,85,0.8,0.8,0.91,0.11,MAX
3,85,0.8,0.8,0.93,0.13,T50
3,85,0.8,0.8,0.94,0.14,MS
3,85,0.8,0.8,0.56,0.24,HDy
3,85,0.8,0.8,0.84,0.04,DyS
3,85,0.8,0.8,0.93,0.13,SORD
1,90,0.2,0.2,0.04,0.16,CC
1,90,0.2,0.2,0.22,0.02,ACC
1,90,0.2,0.2,0.17,0.03,PCC
1,90,0.2,0.2,0.12,0.08,PACC
1,90,0.2,0.2,0.14,0.06,X
1,90,0.2,0.2,0.05,0.15,MAX
1,90,0.2,0.2,0.1,0.1,T50
1,90,0.2,0.2,0.14,0.06,MS
1,90,0.2,0.2,0.01,0.19,HDy
1,90,0.2,0.2,0.03,0.17,DyS
1,90,0.2,0.2,0.0,0.2,SORD
2,90,0.2,0.2,0.04,0.16,CC
2,90,0.2,0.2,0.22,0.02,ACC
2,90,0.2,0.2,0.19,0.01,PCC
2,90,0.2,0.2,0.12,0.08,PACC
2,90,0.2,0.2,0.17,0.03,X
2,90,0.2,0.2,0.25,0.05,MAX
2,90,0.2,0.2,0.14,0.06,T50
2,90,0.2,0.2,0.25,0.05,MS
2,90,0.2,0.2,0.01,0.19,HDy
2,90,0.2,0.2,0.16,0.04,DyS
2,90,0.2,0.2,0.21,0.01,SORD
3,90,0.2,0.2,0.07,0.13,CC
3,90,0.2,0.2,0.56,0.36,ACC
3,90,0.2,0.2,0.19,0.01,PCC
3,90,0.2,0.2,0.25,0.05,PACC
3,90,0.2,0.2,0.21,0.01,X
3,90,0.2,0.2,0.25,0.05,MAX
3,90,0.2,0.2,0.27,0.07,T50
3,90,0.2,0.2,0.33,0.13,MS
3,90,0.2,0.2,0.07,0.13,HDy
3,90,0.2,0.2,0.2,0.0,DyS
3,90,0.2,0.2,0.24,0.04,SORD
1,90,0.5,0.5,0.1,0.4,CC
1,90,0.5,0.5,1.0,0.5,ACC
1,90,0.5,0.5,0.22,0.28,PCC
1,90,0.5,0.5,0.75,0.25,PACC
1,90,0.5,0.5,0.48,0.02,X
1,90,0.5,0.5,0.29,0.21,MAX
1,90,0.5,0.5,0.4,0.1,T50
1,90,0.5,0.5,0.71,0.21,MS
1,90,0.5,0.5,0.22,0.28,HDy
1,90,0.5,0.5,0.42,0.08,DyS
1,90,0.5,0.5,0.43,0.07,SORD
2,90,0.5,0.5,0.06,0.44,CC
2,90,0.5,0.5,0.44,0.06,ACC
2,90,0.5,0.5,0.19,0.31,PCC
2,90,0.5,0.5,0.25,0.25,PACC
2,90,0.5,0.5,0.26,0.24,X
2,90,0.5,0.5,0.16,0.34,MAX
2,90,0.5,0.5,0.14,0.36,T50
2,90,0.5,0.5,0.38,0.12,MS
2,90,0.5,0.5,0.04,0.46,HDy
2,90,0.5,0.5,0.18,0.32,DyS
2,90,0.5,0.5,0.22,0.28,SORD
3,90,0.5,0.5,0.04,0.46,CC
3,90,0.5,0.5,0.22,0.28,ACC
3,90,0.5,0.5,0.2,0.3,PCC
3,90,0.5,0.5,0.12,0.38,PACC
3,90,0.5,0.5,0.57,0.07,X
3,90,0.5,0.5,0.55,0.05,MAX
3,90,0.5,0.5,0.48,0.02,T50
3,90,0.5,0.5,0.43,0.07,MS
3,90,0.5,0.5,0.13,0.37,HDy
3,90,0.5,0.5,0.29,0.21,DyS
3,90,0.5,0.5,0.41,0.09,SORD
1,90,0.8,0.8,0.08,0.72,CC
1,90,0.8,0.8,0.67,0.13,ACC
1,90,0.8,0.8,0.25,0.55,PCC
1,90,0.8,0.8,0.5,0.3,PACC
1,90,0.8,0.8,1.0,0.2,X
1,90,0.8,0.8,0.97,0.17,MAX
1,90,0.8,0.8,1.0,0.2,T50
1,90,0.8,0.8,0.92,0.12,MS
1,90,0.8,0.8,0.71,0.09,HDy
1,90,0.8,0.8,0.84,0.04,DyS
1,90,0.8,0.8,0.92,0.12,SORD
2,90,0.8,0.8,0.13,0.67,CC
2,90,0.8,0.8,1.0,0.2,ACC
2,90,0.8,0.8,0.26,0.54,PCC
2,90,0.8,0.8,0.75,0.05,PACC
2,90,0.8,0.8,1.0,0.2,X
2,90,0.8,0.8,0.93,0.13,MAX
2,90,0.8,0.8,1.0,0.2,T50
2,90,0.8,0.8,0.98,0.18,MS
2,90,0.8,0.8,0.76,0.04,HDy
2,90,0.8,0.8,0.94,0.14,DyS
2,90,0.8,0.8,0.99,0.19,SORD
3,90,0.8,0.8,0.11,0.69,CC
3,90,0.8,0.8,1.0,0.2,ACC
3,90,0.8,0.8,0.25,0.55,PCC
3,90,0.8,0.8,0.62,0.18,PACC
3,90,0.8,0.8,0.75,0.05,X
3,90,0.8,0.8,0.8,0.0,MAX
3,90,0.8,0.8,0.74,0.06,T50
3,90,0.8,0.8,0.91,0.11,MS
3,90,0.8,0.8,0.46,0.34,HDy
3,90,0.8,0.8,0.71,0.09,DyS
3,90,0.8,0.8,0.83,0.03,SORD
1,95,0.2,0.2,0.02,0.18,CC
1,95,0.2,0.2,0.0,0.2,ACC
1,95,0.2,0.2,0.19,0.01,PCC
1,95,0.2,0.2,0.0,0.2,PACC
1,95,0.2,0.2,0.59,0.39,X
1,95,0.2,0.2,0.46,0.26,MAX
1,95,0.2,0.2,0.37,0.17,T50
1,95,0.2,0.2,0.12,0.08,MS
1,95,0.2,0.2,0.16,0.04,HDy
1,95,0.2,0.2,0.23,0.03,DyS
1,95,0.2,0.2,0.38,0.18,SORD
2,95,0.2,0.2,0.01,0.19,CC
2,95,0.2,0.2,0.0,0.2,ACC
2,95,0.2,0.2,0.14,0.06,PCC
2,95,0.2,0.2,0.0,0.2,PACC
2,95,0.2,0.2,0.34,0.14,X
2,95,0.2,0.2,0.19,0.01,MAX
2,95,0.2,0.2,0.16,0.04,T50
2,95,0.2,0.2,0.07,0.13,MS
2,95,0.2,0.2,0.0,0.2,HDy
2,95,0.2,0.2,0.0,0.2,DyS
2,95,0.2,0.2,0.0,0.2,SORD
3,95,0.2,0.2,0.06,0.14,CC
3,95,0.2,0.2,0.44,0.24,ACC
3,95,0.2,0.2,0.19,0.01,PCC
3,95,0.2,0.2,0.25,0.05,PACC
3,95,0.2,0.2,0.42,0.22,X
3,95,0.2,0.2,0.22,0.02,MAX
3,95,0.2,0.2,0.21,0.01,T50
3,95,0.2,0.2,0.21,0.01,MS
3,95,0.2,0.2,0.02,0.18,HDy
3,95,0.2,0.2,0.18,0.02,DyS
3,95,0.2,0.2,0.2,0.0,SORD
1,95,0.5,0.49,0.04,0.45,CC
1,95,0.5,0.49,0.22,0.27,ACC
1,95,0.5,0.49,0.19,0.3,PCC
1,95,0.5,0.49,0.12,0.37,PACC
1,95,0.5,0.49,0.67,0.18,X
1,95,0.5,0.49,0.34,0.15,MAX
1,95,0.5,0.49,0.37,0.12,T50
1,95,0.5,0.49,0.27,0.22,MS
1,95,0.5,0.49,0.16,0.33,HDy
1,95,0.5,0.49,0.27,0.22,DyS
1,95,0.5,0.49,0.3,0.19,SORD
2,95,0.5,0.49,0.03,0.46,CC
2,95,0.5,0.49,0.11,0.38,ACC
2,95,0.5,0.49,0.2,0.29,PCC
2,95,0.5,0.49,0.0,0.49,PACC
2,95,0.5,0.49,0.71,0.22,X
2,95,0.5,0.49,0.5,0.01,MAX
2,95,0.5,0.49,0.33,0.16,T50
2,95,0.5,0.49,0.24,0.25,MS
2,95,0.5,0.49,0.19,0.3,HDy
2,95,0.5,0.49,0.26,0.23,DyS
2,95,0.5,0.49,0.29,0.2,SORD
3,95,0.5,0.49,0.09,0.4,CC
3,95,0.5,0.49,0.78,0.29,ACC
3,95,0.5,0.49,0.22,0.27,PCC
3,95,0.5,0.49,0.5,0.01,PACC
3,95,0.5,0.49,0.5,0.01,X
3,95,0.5,0.49,0.5,0.01,MAX
3,95,0.5,0.49,0.41,0.08,T50
3,95,0.5,0.49,0.67,0.18,MS
3,95,0.5,0.49,0.14,0.35,HDy
3,95,0.5,0.49,0.44,0.05,DyS
3,95,0.5,0.49,0.5,0.01,SORD
1,95,0.8,0.8,0.04,0.76,CC
1,95,0.8,0.8,0.22,0.58,ACC
1,95,0.8,0.8,0.24,0.56,PCC
1,95,0.8,0.8,0.0,0.8,PACC
1,95,0.8,0.8,1.0,0.2,X
1,95,0.8,0.8,1.0,0.2,MAX
1,95,0.8,0.8,1.0,0.2,T50
1,95,0.8,0.8,0.31,0.49,MS
1,95,0.8,0.8,0.74,0.06,HDy
1,95,0.8,0.8,0.86,0.06,DyS
1,95,0.8,0.8,0.98,0.18,SORD
2,95,0.8,0.8,0.14,0.66,CC
2,95,0.8,0.8,1.0,0.2,ACC
2,95,0.8,0.8,0.27,0.53,PCC
2,95,0.8,0.8,0.87,0.07,PACC
2,95,0.8,0.8,0.84,0.04,X
2,95,0.8,0.8,0.91,0.11,MAX
2,95,0.8,0.8,1.0,0.2,T50
2,95,0.8,0.8,1.0,0.2,MS
2,95,0.8,0.8,0.71,0.09,HDy
2,95,0.8,0.8,0.89,0.09,DyS
2,95,0.8,0.8,1.0,0.2,SORD
3,95,0.8,0.8,0.14,0.66,CC
3,95,0.8,0.8,1.0,0.2,ACC
3,95,0.8,0.8,0.26,0.54,PCC
3,95,0.8,0.8,0.87,0.07,PACC
3,95,0.8,0.8,1.0,0.2,X
3,95,0.8,0.8,0.95,0.15,MAX
